TweetID,User,Latitude,Longitude,Timestamp,User_home,User_work,cluster_id
t0,u0,37.81715058790682,-122.50745136536236,2025-01-03 23:59:18,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t1,u0,37.83549006918762,-122.59926689046618,2025-01-04 05:51:30,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t2,u0,37.823107996797816,-122.56624541796694,2025-01-03 22:39:46,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t3,u0,37.81950660278696,-122.5391538977583,2025-01-04 06:16:46,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t4,u0,37.76975567804272,-122.51755000036395,2025-01-03 20:34:19,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t5,u0,37.8631678018055,-122.5213706105002,2025-01-03 23:38:34,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t6,u0,37.759975202788645,-122.54703339130826,2025-01-03 20:01:18,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t7,u0,37.798534504016345,-122.51913089809293,2025-01-04 05:36:38,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t8,u0,37.80257343936752,-122.5390344889221,2025-01-03 20:13:44,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t9,u0,37.840831923475186,-122.57898885628825,2025-01-03 23:05:19,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t10,u0,37.87612329358238,-122.60708104023583,2025-01-03 20:09:38,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t11,u0,37.85124942409994,-122.5284200249643,2025-01-04 03:31:54,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t12,u0,37.921705377376554,-122.5775444904972,2025-01-03 23:24:17,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t13,u0,37.84485108316373,-122.55484501023986,2025-01-03 20:46:19,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t14,u0,37.80432792977105,-122.55730765356641,2025-01-04 06:51:42,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t15,u0,37.87755564908244,-122.53752856657168,2025-01-03 22:27:55,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t16,u0,37.817437304011264,-122.58068000591003,2025-01-03 22:50:18,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t17,u0,37.81740487771346,-122.53767807465825,2025-01-04 01:17:05,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t18,u0,37.81939002757051,-122.56411043538576,2025-01-04 05:29:19,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t19,u0,37.82489214139311,-122.57144958778275,2025-01-03 20:34:50,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t20,u0,37.804950051461695,-122.5005052627602,2025-01-03 22:18:44,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t21,u0,37.75632726912737,-122.57213393761387,2025-01-03 23:45:45,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t22,u0,37.82288466504705,-122.48030134436463,2025-01-04 02:49:42,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t23,u0,37.840086118881814,-122.57773626937268,2025-01-04 00:56:19,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t24,u0,37.853313078555175,-122.54569108469765,2025-01-04 02:59:43,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t25,u0,37.812496597229554,-122.56464304099373,2025-01-04 02:52:58,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t26,u0,37.78615514172015,-122.58718389508162,2025-01-04 04:07:05,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
