TweetID,User,Latitude,Longitude,Timestamp,User_home,User_work,cluster_id
t0,u0,37.882231974549924,-122.56303617681279,2025-01-03 23:59:18,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t1,u0,37.73919755740232,-122.53674757989896,2025-01-04 05:51:30,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t2,u0,37.81638218233416,-122.58751009684462,2025-01-03 22:39:46,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t3,u0,37.87716447614766,-122.61041428033383,2025-01-04 06:16:46,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t4,u0,37.868309558695294,-122.59718457860694,2025-01-03 20:34:19,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t5,u0,37.810900153575744,-122.53624624769195,2025-01-03 23:38:34,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t6,u0,37.7941574681297,-122.60187337215298,2025-01-03 20:01:18,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t7,u0,37.85441007594737,-122.53517073495838,2025-01-04 05:36:38,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t8,u0,37.85614234097925,-122.51914205462108,2025-01-03 20:13:44,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t9,u0,37.88725464617913,-122.61032951945859,2025-01-03 23:05:19,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t10,u0,37.723416361002336,-122.68525921381963,2025-01-03 20:09:38,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t11,u0,37.77148580621416,-122.54845345665991,2025-01-04 03:31:54,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t12,u0,37.888941731865316,-122.56099796578745,2025-01-03 23:24:17,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t13,u0,37.82329174976937,-122.50864199905537,2025-01-03 20:46:19,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t14,u0,37.79080961972364,-122.57331751221236,2025-01-04 06:51:42,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t15,u0,37.85585394919035,-122.5796429327253,2025-01-03 22:27:55,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t16,u0,37.791613226532036,-122.53881663929525,2025-01-03 22:50:18,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t17,u0,37.82479026796788,-122.64728144080486,2025-01-04 01:17:05,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t18,u0,37.83474521393985,-122.59542035944118,2025-01-04 05:29:19,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t19,u0,37.85309872316245,-122.52615438048045,2025-01-03 20:34:50,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t20,u0,37.75518037422632,-122.53480100975621,2025-01-03 22:18:44,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t21,u0,37.91141275914277,-122.48728476378584,2025-01-03 23:45:45,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t22,u0,37.8222355375076,-122.6195280986545,2025-01-04 02:49:42,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t23,u0,37.85725940108996,-122.46057554934498,2025-01-04 00:56:19,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t24,u0,37.71566309183059,-122.56020144004289,2025-01-04 02:59:43,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t25,u0,37.89400383527597,-122.57969851791337,2025-01-04 02:52:58,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t26,u0,37.865656808188916,-122.61211209169913,2025-01-04 04:07:05,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t27,u0,37.83434428777213,-122.53840387012687,2025-01-03 21:40:25,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t28,u0,37.79841188947793,-122.66187520567165,2025-01-03 22:17:23,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t29,u0,37.815555815677996,-122.55408308723327,2025-01-04 04:32:08,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t30,u0,37.848616252473946,-122.55842222470235,2025-01-03 23:08:59,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t31,u0,37.891730108774496,-122.52332991403401,2025-01-04 04:22:56,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t32,u0,37.77681336126655,-122.50721300986017,2025-01-04 05:09:25,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t33,u0,37.773109035785836,-122.49759188044797,2025-01-04 03:31:32,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t34,u0,37.74889363111199,-122.5624432681793,2025-01-03 21:15:28,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t35,u0,37.704424050076994,-122.56624130544894,2025-01-03 20:27:48,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t36,u0,37.77066095453632,-122.60612525196758,2025-01-04 00:23:20,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t37,u0,37.773425982658544,-122.56263457145235,2025-01-03 20:41:31,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t38,u0,37.850595759176784,-122.60367586149914,2025-01-04 00:06:10,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t39,u0,37.88142816641771,-122.59149385345371,2025-01-03 21:29:20,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t40,u0,37.78988473339197,-122.58243040991725,2025-01-04 00:50:15,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t41,u0,37.72870116569642,-122.50448744538905,2025-01-03 23:58:55,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t42,u0,37.73821728679915,-122.51586296984414,2025-01-04 04:48:49,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t43,u0,37.84912799624151,-122.54464725990836,2025-01-04 04:29:11,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t44,u0,37.92072818261669,-122.53458305621824,2025-01-04 03:40:32,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t45,u0,37.85048679743784,-122.48294952274624,2025-01-03 23:20:43,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t46,u0,37.78370941407689,-122.58556488627352,2025-01-03 23:21:23,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t47,u0,37.8118849958944,-122.50087086165972,2025-01-04 03:08:16,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t48,u0,37.84216986304403,-122.52037882452714,2025-01-04 05:17:15,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t49,u0,37.751168951688285,-122.64291528008073,2025-01-04 01:03:17,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t50,u0,37.82114075765091,-122.56173135764077,2025-01-04 00:18:45,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t51,u0,37.79433385497782,-122.47348120755545,2025-01-03 21:57:39,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t52,u0,37.740621685117915,-122.45157076062677,2025-01-03 20:20:11,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t53,u0,37.89853021664197,-122.55831127605907,2025-01-04 04:27:47,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t54,u0,37.92141684015724,-122.56234571831978,2025-01-04 05:20:25,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t55,u0,37.82273779670785,-122.44403526012756,2025-01-04 03:46:36,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t56,u0,37.886673941305816,-122.5384168824792,2025-01-03 21:55:49,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t57,u0,37.92536820571166,-122.56349022961771,2025-01-03 22:01:09,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t58,u0,37.828195330502105,-122.51042801066248,2025-01-03 23:24:04,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t59,u0,37.78649569255544,-122.53038984139933,2025-01-04 03:43:12,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t60,u0,37.85840371549001,-122.59169842450167,2025-01-04 06:25:17,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t61,u0,37.81026879574167,-122.44199177464247,2025-01-03 21:21:19,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t62,u0,37.82635206250459,-122.57571231243367,2025-01-04 06:29:32,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t63,u0,37.81051221386501,-122.45120995984539,2025-01-03 22:23:38,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t64,u0,37.81452335977858,-122.60756927756239,2025-01-03 22:48:44,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t65,u0,37.7521801520631,-122.47956740354766,2025-01-04 04:20:33,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t66,u0,37.8402325496291,-122.47571895808704,2025-01-04 06:19:24,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t67,u0,37.786083641624295,-122.57331384303848,2025-01-04 05:28:27,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t68,u0,37.76262469039274,-122.55342082585547,2025-01-04 05:07:37,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t69,u0,37.749519222977995,-122.58558494245207,2025-01-04 04:34:44,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t70,u0,37.74551848655644,-122.63872503837456,2025-01-03 21:09:10,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t71,u0,37.72796740876801,-122.63192689625674,2025-01-04 02:25:31,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t72,u0,37.729449051039936,-122.52750224641083,2025-01-04 05:26:29,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t73,u0,37.80105402890284,-122.49954582663518,2025-01-04 03:15:17,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t74,u0,37.8492128922438,-122.59443097211386,2025-01-03 23:10:29,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t75,u0,37.74492523880612,-122.49258772908127,2025-01-04 05:36:52,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t76,u0,37.73215846739445,-122.63284510459698,2025-01-03 20:08:52,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t77,u0,37.884613389746086,-122.52995663252355,2025-01-03 20:26:13,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t78,u0,37.86965534442334,-122.5648434365561,2025-01-04 05:24:58,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t79,u0,37.8949173887444,-122.60523358266745,2025-01-03 23:12:13,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t80,u0,37.772787702222935,-122.63492362190587,2025-01-03 22:29:15,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t81,u0,37.93946343922061,-122.54577946598079,2025-01-04 03:36:09,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t82,u0,37.816864336070275,-122.47813406130705,2025-01-04 02:48:34,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t83,u0,37.7639520647898,-122.58254780520997,2025-01-03 20:57:02,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t84,u0,37.80151954024809,-122.4602659210513,2025-01-04 05:58:25,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
t85,u0,37.94162586207084,-122.64666897730805,2025-01-03 21:35:16,"[37.81482372144499, -122.55573841531671]","[37.719806244342436, -122.37300880168014]",home
